,salary,age,elevel,car,zipcode,credit,brand
7754,70403.60626,31,Less than High School Degree,Chevrolet,West South Central,333956.8478,Acer
7755,27870.39061,57,Less than High School Degree,Ram,Pacific,114440.8195,Acer
7756,36383.29103,65,Less than High School Degree,Kia,East North Central,30242.87304,Acer
7757,39661.98974,32,4-Year College Degree,None,East South Central,171800.5112,Sony
7758,104126.7439,62,4-Year College Degree,Chevrolet,West North Central,28490.13636,Sony
7759,39540.50071,63,Some College,Lincoln,East South Central,339546.5937,Acer
7760,147332.1848,68,"Master's, Doctoral or Professional Degree",Jeep,South Atlantic,280942.7601,Sony
7761,75604.19675,70,Some College,Dodge,South Atlantic,445095.1314,Acer
7762,55827.9127,46,4-Year College Degree,Ram,Mid-Alantic,323980.9161,Sony
7763,124013.3757,38,Some College,Dodge,East North Central,475621.3948,Sony
7764,92529.61068,34,Some College,Mercedes Benz,East North Central,367762.3048,Acer
7765,112282.1229,55,Some College,Hyundai,West North Central,1961.57712,Acer
7766,98296.0355,73,High School Degree,Chevrolet,Mid-Alantic,107067.0233,Sony
7767,115125.7655,65,"Master's, Doctoral or Professional Degree",None,Mid-Alantic,195433.7441,Sony
7768,28557.43618,62,4-Year College Degree,Honda,New England,447024.2538,Acer
7769,50065.79506,55,High School Degree,Mitsubishi,East South Central,458603.0135,Sony
7770,86424.96388,47,Less than High School Degree,Ford,East South Central,107296.8117,Acer
7771,130808.7052,71,4-Year College Degree,Chevrolet,East South Central,107667.3463,Sony
7772,120627.6033,36,"Master's, Doctoral or Professional Degree",Chevrolet,East North Central,446920.3299,Sony
7773,30393.0383,52,High School Degree,Mazda,East North Central,316281.0699,Sony
7774,72599.69893,33,"Master's, Doctoral or Professional Degree",Chevrolet,East South Central,391422.4855,Acer
7775,49830.60193,42,Less than High School Degree,Kia,Pacific,461926.5526,Sony
7776,79842.66119,53,"Master's, Doctoral or Professional Degree",Hyundai,Mid-Alantic,77859.12052,Acer
7777,99275.84898,59,"Master's, Doctoral or Professional Degree",Nissan,West North Central,307531.1872,Sony
7778,125059.813,42,4-Year College Degree,Mazda,West South Central,472838.3259,Sony
7779,54944.22701,78,High School Degree,Kia,East South Central,140046.1334,Acer
7780,94573.96797,46,"Master's, Doctoral or Professional Degree",Hyundai,East North Central,20215.57337,Acer
7781,130540.5206,61,Less than High School Degree,Ram,East South Central,87149.89402,Sony
7782,141842.8191,41,Some College,Ram,Pacific,452587.2343,Sony
7783,93011.95299,42,High School Degree,Chevrolet,Mid-Alantic,200321.3829,Acer
7784,83185.14145,70,Less than High School Degree,Nissan,South Atlantic,484061.3101,Sony
7785,33130.63839,80,"Master's, Doctoral or Professional Degree",Toyota,West North Central,472891.3292,Acer
7786,150000.0,56,4-Year College Degree,Lincoln,West South Central,355384.0265,Sony
7787,61081.61838,79,"Master's, Doctoral or Professional Degree",Buick,West North Central,47379.36741,Acer
7788,128999.2313,27,4-Year College Degree,Nissan,East South Central,335162.9219,Sony
7789,124214.2178,80,High School Degree,None,East South Central,389468.5468,Sony
7790,106478.95,27,"Master's, Doctoral or Professional Degree",Jeep,Mid-Alantic,452407.4419,Sony
7791,48194.44333,41,Less than High School Degree,Dodge,East North Central,402949.9827,Sony
7792,138828.327,75,Some College,Mercedes Benz,New England,339341.0076,Sony
7793,105536.9389,70,4-Year College Degree,Kia,East North Central,483254.859,Sony
7794,27017.23663,26,4-Year College Degree,Nissan,West South Central,105113.7602,Sony
7795,119281.0381,65,"Master's, Doctoral or Professional Degree",BMW,South Atlantic,281834.4496,Sony
7796,75436.15434,34,Some College,Nissan,New England,187936.8084,Acer
7797,88143.5891,36,High School Degree,Dodge,East South Central,41821.54603,Acer
7798,115772.7417,78,Less than High School Degree,Buick,New England,347790.1012,Sony
7799,62207.00001,55,Less than High School Degree,Nissan,New England,109929.0853,Sony
7800,141159.11,27,Some College,Kia,West South Central,402528.5966,Sony
7801,122301.0743,54,High School Degree,Dodge,East North Central,464917.4264,Acer
7802,121819.5782,53,Some College,Chrysler,Mountain,232496.0307,Acer
7803,145741.042,46,High School Degree,Kia,Pacific,92609.47397,Sony
7804,53282.56521,46,4-Year College Degree,Toyota,Pacific,484665.0169,Sony
7805,39493.85501,26,"Master's, Doctoral or Professional Degree",BMW,East South Central,116438.3239,Sony
7806,116477.6457,68,"Master's, Doctoral or Professional Degree",Jeep,East South Central,298097.758,Sony
7807,138349.5343,36,High School Degree,Jeep,Mountain,177156.3999,Sony
7808,129507.6881,77,High School Degree,Buick,Pacific,288696.1506,Sony
7809,20000.0,53,4-Year College Degree,Subaru,West South Central,343180.072,Sony
7810,42798.23535,57,"Master's, Doctoral or Professional Degree",Kia,West South Central,500000.0,Acer
7811,20000.0,76,High School Degree,Buick,Pacific,344644.0096,Sony
7812,80224.63901,21,4-Year College Degree,Toyota,Mountain,342766.7262,Acer
7813,131903.4026,39,"Master's, Doctoral or Professional Degree",Mercedes Benz,West North Central,190780.2842,Sony
7814,32285.87038,33,4-Year College Degree,Hyundai,New England,285675.4868,Sony
7815,150000.0,77,4-Year College Degree,Ford,East North Central,272955.3344,Sony
7816,98056.64584,24,4-Year College Degree,Lincoln,West South Central,356756.5939,Sony
7817,116985.5403,24,High School Degree,BMW,East North Central,100924.5518,Sony
7818,87337.38537,24,4-Year College Degree,Lincoln,East North Central,348027.7213,Acer
7819,48105.95095,34,4-Year College Degree,Mitsubishi,New England,99452.92759,Acer
7820,53480.48786,29,"Master's, Doctoral or Professional Degree",Honda,East South Central,278158.9842,Acer
7821,69117.38272,37,High School Degree,None,Pacific,69680.3888,Acer
7822,147532.012,79,4-Year College Degree,Ford,New England,455852.878,Sony
7823,133632.5319,23,Some College,Subaru,East South Central,119256.4334,Sony
7824,57210.45545,69,Less than High School Degree,Kia,West North Central,290648.0557,Acer
7825,82223.45523,43,Less than High School Degree,Mitsubishi,Mountain,402950.0256,Acer
7826,118976.1951,34,High School Degree,Jeep,Pacific,297130.7265,Sony
7827,81968.10061,61,4-Year College Degree,Hyundai,Pacific,198021.8203,Sony
7828,127018.9718,78,Some College,Jeep,Mid-Alantic,357052.1132,Sony
7829,149271.5498,60,High School Degree,Ford,West South Central,252266.7579,Sony
7830,147743.7402,78,4-Year College Degree,Hyundai,East South Central,30474.33808,Sony
7831,85538.1008,22,4-Year College Degree,Buick,West South Central,284597.3167,Acer
7832,80113.83676,66,Some College,Lincoln,New England,105359.4789,Sony
7833,124080.3951,63,"Master's, Doctoral or Professional Degree",Mitsubishi,New England,48414.39485,Sony
7834,131837.2211,30,4-Year College Degree,Ram,New England,344785.4675,Sony
7835,118426.2705,79,Some College,None,West South Central,1856.247236,Sony
7836,59685.32813,49,High School Degree,Lincoln,Mid-Alantic,25.271035,Sony
7837,35566.64874,59,4-Year College Degree,Honda,Mid-Alantic,66911.92678,Acer
7838,100805.4372,29,4-Year College Degree,Chrysler,Mountain,248065.0949,Sony
7839,94143.69173,67,Less than High School Degree,Mitsubishi,East South Central,235957.3601,Sony
7840,124978.7342,23,Less than High School Degree,Lincoln,West North Central,462497.7532,Sony
7841,143735.1892,38,High School Degree,Mercedes Benz,South Atlantic,386403.8414,Sony
7842,101966.6571,53,High School Degree,Kia,Pacific,68902.44177,Acer
7843,69747.43368,46,4-Year College Degree,None,East South Central,136312.4551,Sony
7844,56725.17656,62,Some College,Honda,West South Central,429653.313,Acer
7845,52650.89584,39,High School Degree,BMW,South Atlantic,330821.3324,Acer
7846,51497.80619,76,4-Year College Degree,Chrysler,Mid-Alantic,451936.2391,Acer
7847,35235.89945,25,Some College,Mercedes Benz,Mountain,56730.84376,Sony
7848,62699.13658,44,4-Year College Degree,Jeep,New England,237145.6438,Sony
7849,32531.28675,63,Less than High School Degree,Chrysler,East North Central,485170.1628,Acer
7850,125768.4767,69,Some College,Mitsubishi,East South Central,75720.83607,Sony
7851,126317.2159,29,"Master's, Doctoral or Professional Degree",None,East South Central,283476.7782,Sony
7852,116214.2591,68,Less than High School Degree,Mercedes Benz,New England,246197.7927,Sony
7853,61219.06165,66,"Master's, Doctoral or Professional Degree",Mitsubishi,South Atlantic,122653.7612,Acer
7854,68807.69526,50,Less than High School Degree,Nissan,Mid-Alantic,500000.0,Sony
7855,95087.46524,22,Some College,None,East South Central,421191.9604,Acer
7856,21686.97161,73,Less than High School Degree,Subaru,Mountain,344601.8089,Sony
7857,138179.8618,46,4-Year College Degree,None,Pacific,342589.367,Sony
7858,45520.6649,22,Less than High School Degree,Mazda,East North Central,197678.3137,Sony
7859,25487.55656,68,4-Year College Degree,Ram,East North Central,258735.5142,Sony
7860,77828.78285,69,4-Year College Degree,Mercedes Benz,Mountain,26720.93027,Sony
7861,120904.8659,50,Some College,BMW,East North Central,463380.3379,Acer
7862,45046.6652,64,High School Degree,Chrysler,South Atlantic,271920.4471,Acer
7863,135961.7572,63,Some College,Subaru,Mountain,3695.020119,Sony
7864,40315.90238,20,"Master's, Doctoral or Professional Degree",Hyundai,East South Central,26318.29616,Sony
7865,130449.5111,74,"Master's, Doctoral or Professional Degree",Lincoln,West South Central,312181.7304,Sony
7866,98551.26109,27,High School Degree,Buick,Mid-Alantic,453220.185,Acer
7867,22657.942,23,Some College,Cadillac,East North Central,211057.4441,Sony
7868,112705.7765,73,Less than High School Degree,BMW,New England,435448.8291,Sony
7869,35325.05907,80,High School Degree,Honda,West South Central,405022.7119,Acer
7870,32220.23498,78,4-Year College Degree,Mazda,South Atlantic,324637.7644,Acer
7871,70094.47342,48,Some College,Mazda,New England,89805.25977,Sony
7872,80197.8061,36,High School Degree,Cadillac,Mid-Alantic,296340.7399,Acer
7873,111779.9,58,Some College,Mitsubishi,Mountain,211881.6549,Acer
7874,125068.722,69,"Master's, Doctoral or Professional Degree",Chevrolet,South Atlantic,60341.83131,Sony
7875,66021.08057,56,High School Degree,Nissan,Pacific,370691.5812,Sony
7876,36996.25579,48,Less than High School Degree,Ram,West South Central,49531.4303,Sony
7877,60557.02043,29,Some College,None,West North Central,117551.4625,Acer
7878,37941.33513,41,4-Year College Degree,Mazda,Mid-Alantic,240717.4989,Sony
7879,120937.8289,27,Some College,Buick,New England,55686.12225,Sony
7880,22522.08114,69,Some College,Buick,West South Central,321125.941,Sony
7881,27359.30001,72,4-Year College Degree,Kia,West South Central,107046.1834,Acer
7882,41912.03694,49,High School Degree,BMW,East North Central,43660.55539,Sony
7883,53311.50917,56,4-Year College Degree,Ram,Mountain,410727.0206,Sony
7884,77636.76817,29,4-Year College Degree,None,West South Central,41192.70869,Acer
7885,75085.24425,72,High School Degree,Ram,Pacific,26913.00006,Sony
7886,20000.0,72,"Master's, Doctoral or Professional Degree",Ford,New England,500000.0,Sony
7887,104004.6631,30,Less than High School Degree,Toyota,South Atlantic,422886.3725,Sony
7888,41661.46872,60,Less than High School Degree,Jeep,South Atlantic,157821.6368,Acer
7889,45834.48498,38,"Master's, Doctoral or Professional Degree",Subaru,East North Central,175731.5559,Sony
7890,141875.4861,80,"Master's, Doctoral or Professional Degree",Cadillac,Mountain,399277.0053,Sony
7891,129621.8326,56,Some College,Mercedes Benz,East North Central,401203.787,Sony
7892,80275.39527,42,High School Degree,Mazda,Mountain,500000.0,Sony
7893,56446.73746,20,4-Year College Degree,Mercedes Benz,South Atlantic,325791.0992,Acer
7894,31855.46941,60,4-Year College Degree,Nissan,Mountain,151923.6545,Sony
7895,69977.40304,72,High School Degree,Ram,Mountain,244422.865,Acer
7896,41185.12742,68,Some College,Kia,Mountain,274153.5875,Acer
7897,75045.10373,75,"Master's, Doctoral or Professional Degree",Buick,Pacific,135679.8591,Acer
7898,85867.59743,34,"Master's, Doctoral or Professional Degree",Hyundai,East South Central,237949.6656,Acer
7899,76361.03813,39,"Master's, Doctoral or Professional Degree",Honda,West North Central,100327.6903,Sony
7900,25684.83443,31,"Master's, Doctoral or Professional Degree",Lincoln,Pacific,193558.3946,Sony
7901,110613.4558,71,"Master's, Doctoral or Professional Degree",Honda,West North Central,163294.3891,Sony
7902,138050.7758,31,4-Year College Degree,Toyota,Pacific,193741.9733,Sony
7903,42520.45958,26,Some College,Mercedes Benz,East South Central,421225.3955,Sony
7904,26853.7125,73,High School Degree,Mercedes Benz,Mountain,333677.9101,Acer
7905,105441.048,25,High School Degree,Jeep,Pacific,260665.2741,Sony
7906,138717.7129,51,4-Year College Degree,Lincoln,West South Central,231362.349,Sony
7907,44725.57038,70,4-Year College Degree,BMW,West South Central,10843.8088,Acer
7908,110560.5762,30,"Master's, Doctoral or Professional Degree",Toyota,West North Central,391209.504,Sony
7909,27554.17479,29,4-Year College Degree,Honda,Mountain,355480.8827,Sony
7910,108415.456,29,High School Degree,Mitsubishi,East South Central,498592.4331,Sony
7911,47803.21227,47,"Master's, Doctoral or Professional Degree",Hyundai,West North Central,289465.7723,Sony
7912,46364.26929,28,"Master's, Doctoral or Professional Degree",Lincoln,Pacific,500000.0,Sony
7913,136233.6202,53,4-Year College Degree,Honda,West North Central,128789.248,Sony
7914,37022.92721,72,"Master's, Doctoral or Professional Degree",Ford,Mountain,76253.69693,Acer
7915,96948.72708,53,Less than High School Degree,Hyundai,New England,412201.9721,Acer
7916,85013.9741,26,Less than High School Degree,Cadillac,East North Central,346542.5737,Acer
7917,22284.60713,37,Some College,Chrysler,South Atlantic,48188.40795,Sony
7918,57926.32029,37,4-Year College Degree,BMW,New England,320883.3538,Acer
7919,39506.65646,50,Less than High School Degree,Dodge,Mountain,156776.2674,Sony
7920,100233.3878,22,4-Year College Degree,Chevrolet,East South Central,500000.0,Sony
7921,47370.01173,33,"Master's, Doctoral or Professional Degree",Jeep,New England,270673.2514,Sony
7922,30159.39811,78,Less than High School Degree,Chevrolet,East South Central,304927.4716,Acer
7923,122436.0533,80,"Master's, Doctoral or Professional Degree",Honda,Pacific,101774.0595,Sony
7924,125785.1038,38,4-Year College Degree,Chevrolet,Mountain,98116.33754,Sony
7925,131013.2072,32,Some College,Nissan,East North Central,447670.254,Sony
7926,21818.54038,63,High School Degree,Ram,East South Central,92473.55508,Sony
7927,91012.63519,60,Some College,Jeep,Mid-Alantic,357394.042,Acer
7928,84622.4096,60,Some College,Subaru,Mountain,295335.2346,Acer
7929,52884.52499,23,Less than High School Degree,Mercedes Benz,Mountain,373249.4215,Acer
7930,80811.61401,58,High School Degree,Lincoln,Pacific,295411.6792,Acer
7931,76464.06666,41,Less than High School Degree,Subaru,New England,95155.023,Acer
7932,147413.9724,77,High School Degree,BMW,East South Central,248187.8133,Sony
7933,133196.9164,59,Less than High School Degree,Subaru,West North Central,474510.4443,Sony
7934,147339.9562,63,Some College,Mercedes Benz,South Atlantic,233159.6492,Sony
7935,102361.6418,58,Less than High School Degree,Subaru,East North Central,304644.2448,Acer
7936,44859.44794,54,High School Degree,Mazda,Mountain,16010.23727,Sony
7937,49703.02671,43,4-Year College Degree,Honda,Mid-Alantic,331018.998,Sony
7938,69267.87462,25,"Master's, Doctoral or Professional Degree",Lincoln,Pacific,273027.5068,Acer
7939,90763.41346,25,4-Year College Degree,Nissan,East North Central,328979.8533,Acer
7940,32390.30742,49,Less than High School Degree,Ram,East North Central,126767.8085,Sony
7941,138928.4839,54,Less than High School Degree,Hyundai,Pacific,386563.2697,Sony
7942,95932.14869,73,Some College,Hyundai,West South Central,334299.0092,Sony
7943,66429.72464,78,"Master's, Doctoral or Professional Degree",Ford,West North Central,345229.3446,Acer
7944,85542.65139,73,High School Degree,Hyundai,South Atlantic,339803.2499,Sony
7945,87108.04411,28,High School Degree,BMW,South Atlantic,192981.1924,Acer
7946,94460.43807,52,"Master's, Doctoral or Professional Degree",Toyota,Pacific,307271.4466,Acer
7947,129664.3963,51,"Master's, Doctoral or Professional Degree",Dodge,Pacific,267387.6343,Sony
7948,79906.9017,77,High School Degree,Mitsubishi,East South Central,370191.8576,Sony
7949,93533.32767,77,Some College,Mazda,Mountain,246175.4919,Sony
7950,29539.32807,43,Some College,Mazda,Mountain,244184.3407,Sony
7951,64567.80697,43,"Master's, Doctoral or Professional Degree",Toyota,West North Central,152420.9085,Sony
7952,82805.25422,29,4-Year College Degree,Jeep,South Atlantic,141496.7428,Acer
7953,132123.2197,58,Some College,Lincoln,Pacific,220282.1249,Sony
7954,39076.57144,25,High School Degree,Chevrolet,East South Central,194608.1297,Sony
7955,63550.12701,31,High School Degree,Ram,Pacific,70340.41804,Acer
7956,124161.4306,67,4-Year College Degree,Cadillac,East South Central,0.0,Sony
7957,143472.9939,39,4-Year College Degree,Nissan,West South Central,293272.8959,Sony
7958,61784.70847,78,High School Degree,Buick,New England,405276.2601,Acer
7959,63383.68426,53,High School Degree,Honda,East North Central,114534.5112,Sony
7960,123031.9737,57,Some College,Subaru,Pacific,200906.0415,Sony
7961,112039.4628,69,"Master's, Doctoral or Professional Degree",Mercedes Benz,East South Central,356692.4797,Sony
7962,48576.14047,42,Some College,Toyota,Mid-Alantic,223996.6389,Sony
7963,106253.4095,23,4-Year College Degree,Jeep,East South Central,132308.5932,Sony
7964,90697.73303,46,Less than High School Degree,Chevrolet,South Atlantic,197321.5415,Acer
7965,66861.73438,23,4-Year College Degree,Hyundai,West North Central,372126.4484,Acer
7966,85566.42803,55,High School Degree,Mitsubishi,East North Central,343235.744,Acer
7967,134114.4567,62,Less than High School Degree,Chrysler,East North Central,354859.5667,Sony
7968,133268.9835,60,Some College,Dodge,East South Central,137498.8713,Sony
7969,86372.02555,75,"Master's, Doctoral or Professional Degree",Mercedes Benz,Mid-Alantic,134703.8853,Sony
7970,31647.42921,29,4-Year College Degree,Kia,New England,500000.0,Sony
7971,78399.38951,22,"Master's, Doctoral or Professional Degree",Ford,South Atlantic,118232.8103,Acer
7972,92743.3576,45,Less than High School Degree,Nissan,West South Central,390349.3048,Acer
7973,118699.6169,30,"Master's, Doctoral or Professional Degree",Lincoln,East South Central,265996.479,Sony
7974,144390.9824,49,High School Degree,Ford,West South Central,381480.5248,Sony
7975,123284.5172,35,"Master's, Doctoral or Professional Degree",Cadillac,West North Central,27119.59386,Sony
7976,80143.9633,48,4-Year College Degree,BMW,Mid-Alantic,145022.2018,Sony
7977,93000.26876,48,"Master's, Doctoral or Professional Degree",Hyundai,Mid-Alantic,446696.5145,Acer
7978,85744.24019,46,4-Year College Degree,Lincoln,Mountain,380207.0308,Acer
7979,125199.8191,66,Less than High School Degree,Ford,East North Central,277273.4178,Sony
7980,144938.7371,20,Less than High School Degree,Subaru,Pacific,230044.3754,Sony
7981,141529.1453,37,High School Degree,Hyundai,East South Central,357374.1874,Sony
7982,143896.6588,70,"Master's, Doctoral or Professional Degree",Jeep,East South Central,58423.5635,Sony
7983,111563.6278,71,High School Degree,Mazda,South Atlantic,87802.49078,Sony
7984,28989.01297,72,4-Year College Degree,Ram,Mid-Alantic,237847.1055,Acer
7985,113758.0156,54,High School Degree,Mitsubishi,East North Central,440181.1265,Acer
7986,126850.5478,57,Less than High School Degree,None,Pacific,150482.8738,Sony
7987,39147.27882,29,Some College,Buick,South Atlantic,31076.37112,Sony
7988,47755.73027,71,High School Degree,None,South Atlantic,392321.0159,Acer
7989,123325.826,32,Some College,Chevrolet,West North Central,255748.2225,Sony
7990,20000.0,31,Some College,Hyundai,South Atlantic,106022.4533,Sony
7991,44197.75725,78,Some College,Cadillac,Pacific,156156.4316,Acer
7992,74394.57786,72,Less than High School Degree,Ram,South Atlantic,450431.33,Acer
7993,28317.06799,68,Less than High School Degree,Buick,Pacific,387545.194,Acer
7994,137340.0683,74,Less than High School Degree,None,Pacific,249427.5317,Sony
7995,27961.04409,76,"Master's, Doctoral or Professional Degree",BMW,New England,52354.29177,Sony
7996,73181.52598,42,4-Year College Degree,Cadillac,East South Central,116250.2668,Acer
7997,54352.49608,37,Some College,Chevrolet,Pacific,99319.49107,Acer
7998,126678.4535,36,High School Degree,Chrysler,Mountain,66762.37977,Sony
7999,21657.05789,54,Less than High School Degree,None,East North Central,25585.52714,Sony
8000,98704.13315,54,Less than High School Degree,Mercedes Benz,Mid-Alantic,400496.8533,Acer
8001,57686.67145,39,4-Year College Degree,Ram,Pacific,247504.5574,Acer
8002,64468.29011,61,4-Year College Degree,Cadillac,Mountain,468598.274,Sony
8003,149567.9832,41,"Master's, Doctoral or Professional Degree",Chevrolet,East North Central,271248.8192,Sony
8004,25241.0673,41,Less than High School Degree,Dodge,Pacific,209069.6231,Sony
8005,113215.5704,73,"Master's, Doctoral or Professional Degree",Lincoln,Mountain,192424.532,Sony
8006,45408.23707,68,Less than High School Degree,Nissan,New England,500000.0,Acer
8007,96779.62704,29,"Master's, Doctoral or Professional Degree",Mitsubishi,Pacific,422307.2099,Sony
8008,25921.99721,68,Some College,Mercedes Benz,South Atlantic,410946.1816,Acer
8009,133521.7004,50,Less than High School Degree,Mazda,Pacific,412283.3721,Sony
8010,45041.60198,50,High School Degree,Chrysler,West South Central,199770.2385,Sony
8011,72475.81267,20,"Master's, Doctoral or Professional Degree",Ram,South Atlantic,47523.83416,Acer
8012,63332.4242,61,4-Year College Degree,Kia,Mountain,260669.2501,Acer
8013,60299.49595,78,Some College,Kia,New England,500000.0,Acer
8014,54876.78552,28,High School Degree,Mercedes Benz,East South Central,301303.1654,Acer
8015,129345.9842,58,4-Year College Degree,Cadillac,Pacific,422344.638,Sony
8016,106000.7897,36,Less than High School Degree,Toyota,Mountain,335197.0945,Sony
8017,65955.23769,50,4-Year College Degree,Mercedes Benz,West South Central,425439.2836,Sony
8018,90885.71303,58,High School Degree,Dodge,New England,306227.6283,Sony
8019,48638.56851,74,High School Degree,None,South Atlantic,127838.609,Acer
8020,88058.92581,48,4-Year College Degree,Chrysler,East North Central,287092.5146,Acer
8021,68520.15365,75,4-Year College Degree,Chrysler,Pacific,390847.9222,Acer
8022,28064.53467,43,"Master's, Doctoral or Professional Degree",Lincoln,Mountain,121829.5017,Sony
8023,145748.1856,48,Less than High School Degree,Ram,East South Central,236345.3902,Sony
8024,36707.62569,40,Some College,Chevrolet,Pacific,403864.7941,Sony
8025,60471.41334,35,"Master's, Doctoral or Professional Degree",Ram,East North Central,258721.1339,Acer
8026,136374.5117,32,Less than High School Degree,Mercedes Benz,West North Central,4594.801519,Sony
8027,98709.49648,36,Less than High School Degree,Mercedes Benz,East North Central,148726.9977,Acer
8028,39058.9303,49,Less than High School Degree,Ram,New England,341517.9059,Sony
8029,39727.90178,34,Less than High School Degree,Kia,West South Central,247978.582,Sony
8030,50896.09481,26,High School Degree,Buick,South Atlantic,487468.7779,Sony
8031,87638.11923,49,Some College,Honda,New England,193273.014,Acer
8032,119325.5849,40,4-Year College Degree,None,Mountain,370990.1941,Acer
8033,120326.235,67,4-Year College Degree,Mitsubishi,New England,201256.8586,Sony
8034,146751.7092,51,High School Degree,None,Mid-Alantic,347921.5583,Sony
8035,76674.95207,55,4-Year College Degree,Ram,Pacific,229465.2139,Sony
8036,135129.0073,25,"Master's, Doctoral or Professional Degree",Ram,Mountain,109614.2523,Sony
8037,117517.5831,70,"Master's, Doctoral or Professional Degree",Subaru,Pacific,10672.60342,Sony
8038,110673.7607,43,Some College,Mazda,New England,197565.5352,Acer
8039,135666.5516,28,High School Degree,Ford,Mid-Alantic,450286.6125,Sony
8040,68179.89685,80,High School Degree,Lincoln,New England,247090.8032,Acer
8041,98376.0712,30,4-Year College Degree,Nissan,West South Central,92493.02811,Sony
8042,62246.68916,25,4-Year College Degree,Mitsubishi,Pacific,275967.4788,Acer
8043,93188.69461,74,Less than High School Degree,Honda,New England,264835.8335,Sony
8044,136866.9307,80,"Master's, Doctoral or Professional Degree",Honda,Pacific,318917.718,Sony
8045,124647.3886,62,Some College,Honda,West North Central,227404.0076,Sony
8046,92409.90877,58,"Master's, Doctoral or Professional Degree",Mitsubishi,East North Central,311698.1731,Sony
8047,128532.8107,46,"Master's, Doctoral or Professional Degree",Cadillac,West North Central,453502.4425,Sony
8048,63831.89394,79,Some College,Ford,Mid-Alantic,225058.6509,Acer
8049,69901.46551,69,High School Degree,Mazda,Pacific,480480.0174,Acer
8050,42120.79021,33,High School Degree,Ford,New England,1167.981861,Sony
8051,130509.605,54,High School Degree,Chrysler,West South Central,371380.6023,Sony
8052,58189.43965,55,High School Degree,Jeep,East North Central,115406.2107,Sony
8053,128295.7131,35,"Master's, Doctoral or Professional Degree",None,Pacific,499366.9399,Sony
8054,72783.03946,47,Less than High School Degree,None,West South Central,84998.30395,Acer
8055,90478.49536,42,Some College,Jeep,South Atlantic,309570.0406,Acer
8056,36711.49575,48,4-Year College Degree,Honda,West North Central,305464.4663,Sony
8057,68409.85198,21,Less than High School Degree,Lincoln,New England,431383.6821,Acer
8058,134838.5235,42,High School Degree,Mitsubishi,East North Central,335614.3385,Sony
8059,52835.15074,57,4-Year College Degree,Dodge,Pacific,484143.8845,Sony
8060,133120.0219,32,4-Year College Degree,Jeep,Mid-Alantic,347923.6121,Sony
8061,43261.81702,75,High School Degree,Buick,Mountain,344713.4225,Acer
8062,120400.3553,63,High School Degree,Buick,Pacific,368534.0804,Sony
8063,41661.13456,54,High School Degree,Dodge,West South Central,77506.20953,Sony
8064,141457.1859,80,"Master's, Doctoral or Professional Degree",Lincoln,East South Central,425018.2467,Sony
8065,142437.2244,69,Less than High School Degree,Chrysler,New England,172085.1148,Sony
8066,52322.4038,34,Some College,Jeep,Mountain,328923.3137,Acer
8067,113074.8481,62,"Master's, Doctoral or Professional Degree",Mercedes Benz,Mountain,50811.19266,Acer
8068,122408.228,30,"Master's, Doctoral or Professional Degree",Buick,South Atlantic,59851.12837,Sony
8069,88463.6018,66,Less than High School Degree,Mitsubishi,South Atlantic,241665.8612,Sony
8070,100602.7175,73,4-Year College Degree,Dodge,West South Central,366480.4774,Sony
8071,25494.63835,42,High School Degree,Dodge,East North Central,83948.60982,Sony
8072,52740.89433,64,"Master's, Doctoral or Professional Degree",Hyundai,West North Central,82488.06705,Acer
8073,108455.7525,73,"Master's, Doctoral or Professional Degree",Cadillac,East South Central,418620.3825,Sony
8074,48092.75059,42,High School Degree,Buick,New England,124003.9024,Sony
8075,32520.67792,75,High School Degree,Ford,South Atlantic,421731.7325,Acer
8076,38128.72152,70,4-Year College Degree,Nissan,East North Central,198678.3771,Acer
8077,100505.2641,60,High School Degree,Dodge,East South Central,387792.3005,Acer
8078,115955.5052,23,Less than High School Degree,Nissan,South Atlantic,21182.29578,Sony
8079,91056.42432,73,Less than High School Degree,None,Mountain,150927.1611,Sony
8080,23399.66188,27,Less than High School Degree,Hyundai,Mid-Alantic,353584.5649,Sony
8081,126364.9852,62,4-Year College Degree,Mercedes Benz,Mountain,421421.3697,Sony
8082,135301.155,59,High School Degree,Lincoln,New England,465064.6861,Sony
8083,38621.21868,43,4-Year College Degree,Lincoln,West South Central,292765.6722,Sony
8084,122874.3465,27,High School Degree,Ram,East North Central,426885.3269,Sony
8085,109751.8984,29,4-Year College Degree,Toyota,Pacific,211901.7359,Sony
8086,23637.37908,30,Less than High School Degree,Subaru,New England,327225.9671,Sony
8087,21233.17832,20,High School Degree,Cadillac,New England,29125.0243,Sony
8088,46339.65697,55,"Master's, Doctoral or Professional Degree",Toyota,West North Central,266827.5145,Sony
8089,86575.83982,61,Some College,None,West South Central,444273.0669,Sony
8090,104513.4518,57,Less than High School Degree,Buick,New England,13823.55699,Acer
8091,78687.11718,50,Some College,Ram,South Atlantic,266281.392,Acer
8092,24613.11108,30,Some College,Hyundai,East South Central,491678.8097,Sony
8093,138411.7918,45,"Master's, Doctoral or Professional Degree",Hyundai,New England,31754.67707,Sony
8094,71536.45894,72,4-Year College Degree,Mitsubishi,Mid-Alantic,236414.9246,Sony
8095,141565.8519,64,High School Degree,Chevrolet,East South Central,265660.1024,Sony
8096,78336.9655,55,Less than High School Degree,Cadillac,West North Central,422106.2251,Acer
